workload,kernel,requested_core_clock,requested_mem_clock,requested_pair,is_auto_baseline,applied_core_clock,applied_mem_clock,n,measured_launches_mean,measured_launches_std,total_time_mean_ms,total_time_std_ms,total_energy_mean_mJ,total_energy_std_mJ,avg_power_mean_W,avg_power_std_W,time_per_launch_mean_ms,time_per_launch_std_ms,energy_per_launch_mean_mJ,energy_per_launch_std_mJ,effective_core_clock,effective_mem_clock,num_requested_pairs_merged,requested_pairs_merged,requested_core_clock_original,requested_mem_clock_original
particlefilter,normalize_weights,1050,9501,1050/9501,0,1050,9501,1,388.0,0.0,5004.3,0.0,470267.0,0.0,93.972587,0.0,12.897680412371134,0.0,1212.028350515464,0.0,1050.0,9501.0,1,1050/9501,1050,9501
particlefilter,normalize_weights,1470,810,1470/405;1470/810,0,1470,810,2,514.0,0.0,5009.309,0.0,210604.5,0.0,42.042627499999995,0.0,9.745737354085604,0.0,409.7363813229572,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
particlefilter,normalize_weights,1470,5001,1470/5001,0,1470,5001,1,514.0,0.0,5008.831,0.0,373462.0,0.0,74.560717,0.0,9.744807392996108,0.0,726.5797665369649,0.0,1470.0,5001.0,1,1470/5001,1470,5001
particlefilter,normalize_weights,1470,9251,1470/9251,0,1470,9251,1,521.0,0.0,5007.413,0.0,490637.0,0.0,97.98214,0.0,9.611157389635316,0.0,941.7216890595008,0.0,1470.0,9251.0,1,1470/9251,1470,9251
particlefilter,normalize_weights,1470,9501,1470/9501,0,1470,9501,1,521.0,0.0,5007.468,0.0,493544.0,0.0,98.561593,0.0,9.611262955854126,0.0,947.3013435700576,0.0,1470.0,9501.0,1,1470/9501,1470,9501
particlefilter,normalize_weights,1890,810,1890/405;1890/810,0,1890,810,2,659.5,0.0,5003.6975,0.0,334890.0,0.0,66.9281175,0.0,7.5871077757851655,0.0,507.79075849542465,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
particlefilter,normalize_weights,1890,5001,1890/5001,0,1890,5001,1,660.0,0.0,5007.386,0.0,478610.0,0.0,95.580804,0.0,7.586948484848485,0.0,725.1666666666666,0.0,1890.0,5001.0,1,1890/5001,1890,5001
particlefilter,normalize_weights,1890,9251,1890/9251,0,1890,9251,1,660.0,0.0,5007.077,0.0,618325.0,0.0,123.49022,0.0,7.586480303030303,0.0,936.8560606060606,0.0,1890.0,9251.0,1,1890/9251,1890,9251
particlefilter,normalize_weights,1890,9501,1890/9501,0,1890,9501,1,659.0,0.0,5000.454,0.0,623932.0,0.0,124.775068,0.0,7.587942336874051,0.0,946.7860394537178,0.0,1890.0,9501.0,1,1890/9501,1890,9501
particlefilter,normalize_weights,1950,9501,2100/9501,0,1950,9501,1,681.0,0.0,5006.673,0.0,691255.0,0.0,138.06674,0.0,7.351942731277533,0.0,1015.058737151248,0.0,1950.0,9501.0,1,2100/9501,2100,9501
particlefilter,normalize_weights,1965,810,2100/405;2100/810,0,1965,810,2,682.0,0.0,5005.494,0.0,389122.5,0.0,77.73909,0.0,7.339434017595307,0.0,570.5608504398826,0.0,1965.0,810.0,2,2100/405;2100/810,2100,405;810
particlefilter,normalize_weights,1965,5001,2100/5001,0,1965,5001,1,682.0,0.0,5004.608,0.0,566608.0,0.0,113.217261,0.0,7.338134897360704,0.0,830.8035190615835,0.0,1965.0,5001.0,1,2100/5001,2100,5001
particlefilter,normalize_weights,1965,9251,2100/9251,0,1965,9251,1,681.0,0.0,5006.086,0.0,697521.0,0.0,139.334604,0.0,7.351080763582966,0.0,1024.259911894273,0.0,1965.0,9251.0,1,2100/9251,2100,9251
particlefilter,sum,210,405,210/405,0,210,405,1,81416.0,0.0,5000.058,0.0,151361.0,0.0,30.271851,0.0,0.0614137024663456,0.0,1.859106318168419,0.0,210.0,405.0,1,210/405,210,405
particlefilter,sum,210,810,210/810,0,210,810,1,84940.0,0.0,5000.012,0.0,176113.0,0.0,35.222517,0.0,0.058865222510007,0.0,2.0733812102660703,0.0,210.0,810.0,1,210/810,210,810
particlefilter,sum,210,5001,210/5001,0,210,5001,1,84953.0,0.0,5000.058,0.0,331122.0,0.0,66.22363,0.0,0.0588567560886607,0.0,3.897708144503431,0.0,210.0,5001.0,1,210/5001,210,5001
particlefilter,sum,210,9251,210/9251,0,210,9251,1,86069.0,0.0,5000.036,0.0,436224.0,0.0,87.24417,0.0,0.0580933437126026,0.0,5.068305661736514,0.0,210.0,9251.0,1,210/9251,210,9251
particlefilter,sum,210,9501,210/9501,0,210,9501,1,86988.0,0.0,5000.03,0.0,437733.0,0.0,87.54607,0.0,0.0574795374074584,0.0,5.032107876948545,0.0,210.0,9501.0,1,210/9501,210,9501
particlefilter,sum,630,810,630/405;630/810,0,630,810,2,174614.5,0.0,5000.0225,0.0,182990.5,0.0,36.597936,0.0,0.0286887920205168,0.0,1.0496519453804898,0.0,630.0,810.0,2,630/405;630/810,630,405;810
particlefilter,sum,630,5001,630/5001,0,630,5001,1,188980.0,0.0,5000.025,0.0,343671.0,0.0,68.733858,0.0,0.0264579585141284,0.0,1.8185575193142127,0.0,630.0,5001.0,1,630/5001,630,5001
particlefilter,sum,630,9251,630/9251,0,630,9251,1,194943.0,0.0,5000.024,0.0,451717.0,0.0,90.342968,0.0,0.025648646014476,0.0,2.3171747639053466,0.0,630.0,9251.0,1,630/9251,630,9251
particlefilter,sum,630,9501,630/9501,0,630,9501,1,191383.0,0.0,5000.014,0.0,455582.0,0.0,91.116151,0.0,0.0261256955946975,0.0,2.3804726647612378,0.0,630.0,9501.0,1,630/9501,630,9501
particlefilter,sum,1050,810,1050/405;1050/810,0,1050,810,2,258859.5,0.0,5000.014999999999,0.0,195360.5,0.0,39.0719835,0.0,0.01931654574965925,0.0,0.7547145100816183,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
particlefilter,sum,1050,5001,1050/5001,0,1050,5001,1,271155.0,0.0,5000.026,0.0,355061.0,0.0,71.011832,0.0,0.0184397337316295,0.0,1.309439250613118,0.0,1050.0,5001.0,1,1050/5001,1050,5001
particlefilter,sum,1050,9251,1050/9251,0,1050,9251,1,275623.0,0.0,5000.013,0.0,467434.0,0.0,93.486563,0.0,0.0181407683683872,0.0,1.6959179749150106,0.0,1050.0,9251.0,1,1050/9251,1050,9251
particlefilter,sum,1050,9501,1050/9501,0,1050,9501,1,283613.0,0.0,5000.013,0.0,471462.0,0.0,94.292161,0.0,0.0176297031518301,0.0,1.6623426993826094,0.0,1050.0,9501.0,1,1050/9501,1050,9501
particlefilter,sum,1470,810,1470/405;1470/810,0,1470,810,2,334118.0,0.0,5000.015,0.0,211871.5,0.0,42.374176,0.0,0.0149688078563542,0.0,0.6342179507808969,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
particlefilter,sum,1470,5001,1470/5001,0,1470,5001,1,345152.0,0.0,5000.02,0.0,374594.0,0.0,74.9185,0.0,0.0144864291674392,0.0,1.085301548303356,0.0,1470.0,5001.0,1,1470/5001,1470,5001
particlefilter,sum,1470,9251,1470/9251,0,1470,9251,1,340892.0,0.0,5000.016,0.0,491968.0,0.0,98.393283,0.0,0.0146674489281062,0.0,1.4431784846813651,0.0,1470.0,9251.0,1,1470/9251,1470,9251
particlefilter,sum,1470,9501,1470/9501,0,1470,9501,1,338703.0,0.0,5000.017,0.0,493747.0,0.0,98.749062,0.0,0.0147622459795159,0.0,1.457757976752494,0.0,1470.0,9501.0,1,1470/9501,1470,9501
particlefilter,sum,1890,810,1890/405;1890/810,0,1890,810,2,407748.0,0.0,5000.0105,0.0,335392.5,0.0,67.078359,0.0,0.0122625015960409,0.0,0.8225484434741195,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
particlefilter,sum,1890,5001,1890/5001,0,1890,5001,1,416837.0,0.0,5000.006,0.0,482839.0,0.0,96.567687,0.0,0.0119951107987054,0.0,1.1583400705791471,0.0,1890.0,5001.0,1,1890/5001,1890,5001
particlefilter,sum,1890,9251,1890/9251,0,1890,9251,1,415746.0,0.0,5000.007,0.0,622858.0,0.0,124.57143,0.0,0.012026590754932,0.0,1.4981695554497216,0.0,1890.0,9251.0,1,1890/9251,1890,9251
particlefilter,sum,1890,9501,1890/9501,0,1890,9501,1,401183.0,0.0,5000.01,0.0,625549.0,0.0,125.109556,0.0,0.0124631651889536,0.0,1.5592609856349846,0.0,1890.0,9501.0,1,1890/9501,1890,9501
particlefilter,sum,1950,9501,2100/9501,0,1950,9501,1,425412.0,0.0,5000.011,0.0,695692.0,0.0,139.138101,0.0,0.0117533379406316,0.0,1.635337037977302,0.0,1950.0,9501.0,1,2100/9501,2100,9501
particlefilter,sum,1965,810,2100/405;2100/810,0,1965,810,2,410806.5,0.0,5000.0115000000005,0.0,391860.5,0.0,78.371924,0.0,0.01217401484898695,0.0,0.9540283705662864,0.0,1965.0,810.0,2,2100/405;2100/810,2100,405;810
particlefilter,sum,1965,5001,2100/5001,0,1965,5001,1,411655.0,0.0,5000.016,0.0,570856.0,0.0,114.170843,0.0,0.0121461320766175,0.0,1.3867340369969998,0.0,1965.0,5001.0,1,2100/5001,2100,5001
particlefilter,sum,1965,9251,2100/9251,0,1965,9251,1,422913.0,0.0,5000.007,0.0,691635.0,0.0,138.326811,0.0,0.0118227791531591,0.0,1.635407282348852,0.0,1965.0,9251.0,1,2100/9251,2100,9251
pathfinder,dynproc,210,405,210/405,0,210,405,1,15196.0,0.0,5000.174,0.0,225380.0,0.0,45.074433,0.0,0.32904540668597,0.0,14.831534614372202,0.0,210.0,405.0,1,210/405,210,405
pathfinder,dynproc,210,810,210/810,0,210,810,1,31695.0,0.0,5000.055,0.0,269567.0,0.0,53.91281,0.0,0.1577553241836251,0.0,8.505032339485723,0.0,210.0,810.0,1,210/810,210,810
pathfinder,dynproc,210,5001,210/5001,0,210,5001,1,58170.0,0.0,5000.052,0.0,447706.0,0.0,89.540264,0.0,0.0859558535327488,0.0,7.696510228640193,0.0,210.0,5001.0,1,210/5001,210,5001
pathfinder,dynproc,210,9251,210/9251,0,210,9251,1,59250.0,0.0,5000.013,0.0,584584.0,0.0,116.916503,0.0,0.0843884050632911,0.0,9.866396624472571,0.0,210.0,9251.0,1,210/9251,210,9251
pathfinder,dynproc,210,9501,210/9501,0,210,9501,1,58734.0,0.0,5000.094,0.0,584698.0,0.0,116.937407,0.0,0.0851311676371437,0.0,9.955017536690844,0.0,210.0,9501.0,1,210/9501,210,9501
pathfinder,dynproc,630,810,630/405;630/810,0,630,810,2,32579.0,0.0,5000.052,0.0,279028.5,0.0,55.805115,0.0,0.15348752634966384,0.0,8.564214692837833,0.0,630.0,810.0,2,630/405;630/810,630,405;810
pathfinder,dynproc,630,5001,630/5001,0,630,5001,1,128965.0,0.0,5000.016,0.0,567679.0,0.0,113.535434,0.0,0.038770333036095,0.0,4.401806691738068,0.0,630.0,5001.0,1,630/5001,630,5001
pathfinder,dynproc,630,9251,630/9251,0,630,9251,1,134430.0,0.0,5000.005,0.0,720849.0,0.0,144.169659,0.0,0.0371941158967492,0.0,5.362262887748271,0.0,630.0,9251.0,1,630/9251,630,9251
pathfinder,dynproc,630,9501,630/9501,0,630,9501,1,134386.0,0.0,5000.005,0.0,726391.0,0.0,145.278044,0.0,0.0372062938103671,0.0,5.405257988183293,0.0,630.0,9501.0,1,630/9501,630,9501
pathfinder,dynproc,1050,810,1050/405;1050/810,0,1050,810,2,33014.5,0.0,5000.085999999999,0.0,299796.0,0.0,59.9581675,0.0,0.15145128840847905,0.0,9.080727126949666,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
pathfinder,dynproc,1050,5001,1050/5001,0,1050,5001,1,163538.0,0.0,5000.034,0.0,638080.0,0.0,127.615128,0.0,0.0305741417896757,0.0,3.901723146913867,0.0,1050.0,5001.0,1,1050/5001,1050,5001
pathfinder,dynproc,1050,9251,1050/9251,0,1050,9251,1,194395.0,0.0,5000.008,0.0,824465.0,0.0,164.892742,0.0,0.0257208673062578,0.0,4.241184186836081,0.0,1050.0,9251.0,1,1050/9251,1050,9251
pathfinder,dynproc,1050,9501,1050/9501,0,1050,9501,1,194120.0,0.0,5000.016,0.0,844577.0,0.0,168.914856,0.0,0.0257573459715639,0.0,4.350798475169998,0.0,1050.0,9501.0,1,1050/9501,1050,9501
pathfinder,dynproc,1470,810,1470/405;1470/810,0,1470,810,2,33273.5,0.0,5000.1314999999995,0.0,330773.5,0.0,66.1529615,0.0,0.15027396622096795,0.0,9.941168687277312,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
pathfinder,dynproc,1470,5001,1470/5001,0,1470,5001,1,176670.0,0.0,5000.007,0.0,696542.0,0.0,139.30821,0.0,0.0283013924265579,0.0,3.9426161770532633,0.0,1470.0,5001.0,1,1470/5001,1470,5001
pathfinder,dynproc,1470,9251,1470/9251,0,1470,9251,1,226835.0,0.0,5000.009,0.0,901990.0,0.0,180.397683,0.0,0.02204249344237,0.0,3.97641457447043,0.0,1470.0,9251.0,1,1470/9251,1470,9251
pathfinder,dynproc,1470,9501,1470/9501,0,1470,9501,1,227220.0,0.0,5000.021,0.0,906156.0,0.0,181.230439,0.0,0.0220051976058445,0.0,3.988011618695537,0.0,1470.0,9501.0,1,1470/9501,1470,9501
pathfinder,dynproc,1890,810,1890/405;1890/810,0,1890,810,2,33407.0,0.0,5000.062,0.0,497797.0,0.0,99.5581595,0.0,0.1496711402733859,0.0,14.900824701100106,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
pathfinder,dynproc,1890,5001,1890/5001,0,1890,5001,1,180781.0,0.0,5000.027,0.0,1009487.0,0.0,201.896316,0.0,0.027657923122452,0.0,5.58403261404683,0.0,1890.0,5001.0,1,1890/5001,1890,5001
pathfinder,dynproc,1890,9251,1890/9251,0,1890,9251,1,260763.0,0.0,5000.012,0.0,1377675.0,0.0,275.534354,0.0,0.0191745454684905,0.0,5.283245705870848,0.0,1890.0,9251.0,1,1890/9251,1890,9251
pathfinder,dynproc,1890,9501,1890/9501,0,1890,9501,1,253140.0,0.0,5000.015,0.0,1361390.0,0.0,272.277202,0.0,0.0197519751915935,0.0,5.378012167180216,0.0,1890.0,9501.0,1,1890/9501,1890,9501
pathfinder,dynproc,1935,810,2100/810,0,1935,810,1,33544.0,0.0,5000.097,0.0,571225.0,0.0,114.242791,0.0,0.1490608454567135,0.0,17.029125924159313,0.0,1935.0,810.0,1,2100/810,2100,810
pathfinder,dynproc,1935,5001,2100/5001,0,1935,5001,1,181486.0,0.0,5000.008,0.0,1152885.0,0.0,230.57664,0.0,0.0275503785415954,0.0,6.352473469027914,0.0,1935.0,5001.0,1,2100/5001,2100,5001
pathfinder,dynproc,1935,9501,2100/9501,0,1935,9501,1,254788.0,0.0,5000.009,0.0,1537432.0,0.0,307.485829,0.0,0.0196241934471011,0.0,6.034161734461591,0.0,1935.0,9501.0,1,2100/9501,2100,9501
pathfinder,dynproc,1950,810,2100/405,0,1950,810,1,33420.0,0.0,5000.149,0.0,595183.0,0.0,119.033055,0.0,0.1496154697785757,0.0,17.809186116098143,0.0,1950.0,810.0,1,2100/405,2100,405
pathfinder,dynproc,1965,9251,2100/9251,0,1965,9251,1,256338.0,0.0,5000.018,0.0,1506630.0,0.0,301.324911,0.0,0.0195055668687436,0.0,5.877513283243218,0.0,1965.0,9251.0,1,2100/9251,2100,9251
pre_euler3d,compute_flux,210,405,210/405,0,210,405,1,7822.0,0.0,5000.382,0.0,223453.0,0.0,44.687183,0.0,0.6392715418051649,0.0,28.56724622858604,0.0,210.0,405.0,1,210/405,210,405
pre_euler3d,compute_flux,210,810,210/810,0,210,810,1,13328.0,0.0,5000.182,0.0,281344.0,0.0,56.266756,0.0,0.3751637154861945,0.0,21.10924369747899,0.0,210.0,810.0,1,210/810,210,810
pre_euler3d,compute_flux,210,5001,210/5001,0,210,5001,1,17396.0,0.0,5000.253,0.0,441343.0,0.0,88.264126,0.0,0.2874369395263279,0.0,25.370372499425155,0.0,210.0,5001.0,1,210/5001,210,5001
pre_euler3d,compute_flux,210,9251,210/9251,0,210,9251,1,17548.0,0.0,5000.13,0.0,581830.0,0.0,116.362966,0.0,0.2849401641212674,0.0,33.15648506952359,0.0,210.0,9251.0,1,210/9251,210,9251
pre_euler3d,compute_flux,210,9501,210/9501,0,210,9501,1,17499.0,0.0,5000.056,0.0,584212.0,0.0,116.841099,0.0,0.2857338133607634,0.0,33.385450597176984,0.0,210.0,9501.0,1,210/9501,210,9501
pre_euler3d,compute_flux,630,810,630/405;630/810,0,630,810,2,17701.5,0.0,5000.15,0.0,318960.5,0.0,63.7901955,0.0,0.2824994705306788,0.0,18.016606927173378,0.0,630.0,810.0,2,630/405;630/810,630,405;810
pre_euler3d,compute_flux,630,5001,630/5001,0,630,5001,1,40858.0,0.0,5000.078,0.0,595414.0,0.0,119.080939,0.0,0.1223769641196338,0.0,14.572764207743894,0.0,630.0,5001.0,1,630/5001,630,5001
pre_euler3d,compute_flux,630,9251,630/9251,0,630,9251,1,42996.0,0.0,5000.102,0.0,753596.0,0.0,150.716124,0.0,0.1162922597450925,0.0,17.527118801749,0.0,630.0,9251.0,1,630/9251,630,9251
pre_euler3d,compute_flux,630,9501,630/9501,0,630,9501,1,42827.0,0.0,5000.09,0.0,758448.0,0.0,151.686874,0.0,0.1167508814532888,0.0,17.70957573493357,0.0,630.0,9501.0,1,630/9501,630,9501
pre_euler3d,compute_flux,1050,810,1050/405;1050/810,0,1050,810,2,18581.5,0.0,5000.1525,0.0,347697.5,0.0,69.5373755,0.0,0.26909313727298945,0.0,18.712061559333016,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
pre_euler3d,compute_flux,1050,5001,1050/5001,0,1050,5001,1,60712.0,0.0,5000.064,0.0,712535.0,0.0,142.505177,0.0,0.0823570957965476,0.0,11.736312425879564,0.0,1050.0,5001.0,1,1050/5001,1050,5001
pre_euler3d,compute_flux,1050,9251,1050/9251,0,1050,9251,1,67374.0,0.0,5000.08,0.0,906659.0,0.0,181.328914,0.0,0.0742137916703773,0.0,13.457105114732686,0.0,1050.0,9251.0,1,1050/9251,1050,9251
pre_euler3d,compute_flux,1050,9501,1050/9501,0,1050,9501,1,66893.0,0.0,5000.055,0.0,907598.0,0.0,181.517615,0.0,0.0747470587355926,0.0,13.567906955884771,0.0,1050.0,9501.0,1,1050/9501,1050,9501
pre_euler3d,compute_flux,1470,810,1470/405;1470/810,0,1470,810,2,18877.0,0.0,5000.0825,0.0,391902.5,0.0,78.37920249999999,0.0,0.2648772962828202,0.0,20.76105123308288,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
pre_euler3d,compute_flux,1470,5001,1470/5001,0,1470,5001,1,73143.0,0.0,5000.016,0.0,842371.0,0.0,168.473674,0.0,0.0683594602354292,0.0,11.51676852193648,0.0,1470.0,5001.0,1,1470/5001,1470,5001
pre_euler3d,compute_flux,1470,9251,1470/9251,0,1470,9251,1,85009.0,0.0,5000.007,0.0,1073140.0,0.0,214.627707,0.0,0.0588173840416897,0.0,12.623839828724018,0.0,1470.0,9251.0,1,1470/9251,1470,9251
pre_euler3d,compute_flux,1470,9501,1470/9501,0,1470,9501,1,83792.0,0.0,5000.06,0.0,1044011.0,0.0,208.799692,0.0,0.0596722837502386,0.0,12.459554611418753,0.0,1470.0,9501.0,1,1470/9501,1470,9501
pre_euler3d,compute_flux,1890,810,1890/405;1890/810,0,1890,810,2,19032.5,0.0,5000.15,0.0,638387.0,0.0,127.6735425,0.0,0.26271640813120156,0.0,33.541970184447734,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
pre_euler3d,compute_flux,1890,5001,1890/5001,0,1890,5001,1,86629.0,0.0,5000.061,0.0,1457787.0,0.0,291.553869,0.0,0.0577180967112629,0.0,16.827932909302888,0.0,1890.0,5001.0,1,1890/5001,1890,5001
pre_euler3d,compute_flux,1890,9251,1890/9251,0,1890,9251,1,98075.0,0.0,5000.04,0.0,1705103.0,0.0,341.017902,0.0,0.0509817996431302,0.0,17.385704817741523,0.0,1890.0,9251.0,1,1890/9251,1890,9251
pre_euler3d,compute_flux,1890,9501,1890/9501,0,1890,9501,1,96596.0,0.0,5000.034,0.0,1693592.0,0.0,338.716085,0.0,0.0517623297030932,0.0,17.532734274711167,0.0,1890.0,9501.0,1,1890/9501,1890,9501
pre_euler3d,compute_flux,1920,810,2100/405,0,1920,810,1,19057.0,0.0,5000.014,0.0,769127.0,0.0,153.824979,0.0,0.2623715170278637,0.0,40.35929054940442,0.0,1920.0,810.0,1,2100/405,2100,405
pre_euler3d,compute_flux,1935,9251,2100/9251,0,1935,9251,1,97600.0,0.0,5000.022,0.0,1690612.0,0.0,338.120914,0.0,0.0512297336065573,0.0,17.32184426229508,0.0,1935.0,9251.0,1,2100/9251,2100,9251
pre_euler3d,compute_flux,1935,9501,2100/9501,0,1935,9501,1,97404.0,0.0,5000.017,0.0,1688247.0,0.0,337.648246,0.0,0.0513327686747977,0.0,17.33241961315757,0.0,1935.0,9501.0,1,2100/9501,2100,9501
pre_euler3d,compute_flux,1950,810,2100/810,0,1950,810,1,19092.0,0.0,5000.083,0.0,744853.0,0.0,148.968112,0.0,0.2618941441441441,0.0,39.013880159229,0.0,1950.0,810.0,1,2100/810,2100,810
pre_euler3d,compute_flux,1965,5001,2100/5001,0,1965,5001,1,86808.0,0.0,5000.032,0.0,1688633.0,0.0,337.724423,0.0,0.057598746659294,0.0,19.45250437747673,0.0,1965.0,5001.0,1,2100/5001,2100,5001
pre_euler3d,compute_flux_contributions,210,405,210/405,0,210,405,1,39556.0,0.0,5000.066,0.0,188079.0,0.0,37.615304,0.0,0.1264047426433411,0.0,4.754752755587016,0.0,210.0,405.0,1,210/405,210,405
pre_euler3d,compute_flux_contributions,210,810,210/810,0,210,810,1,83069.0,0.0,5000.053,0.0,227190.0,0.0,45.437521,0.0,0.0601915636398656,0.0,2.7349552781422672,0.0,210.0,810.0,1,210/810,210,810
pre_euler3d,compute_flux_contributions,210,5001,210/5001,0,210,5001,1,145196.0,0.0,5000.007,0.0,438154.0,0.0,87.63068,0.0,0.0344362585746163,0.0,3.017672663158765,0.0,210.0,5001.0,1,210/5001,210,5001
pre_euler3d,compute_flux_contributions,210,9251,210/9251,0,210,9251,1,146142.0,0.0,5000.019,0.0,587677.0,0.0,117.534964,0.0,0.034213429404278,0.0,4.021273829563028,0.0,210.0,9251.0,1,210/9251,210,9251
pre_euler3d,compute_flux_contributions,210,9501,210/9501,0,210,9501,1,146546.0,0.0,5000.011,0.0,586583.0,0.0,117.316348,0.0,0.0341190547677862,0.0,4.002722694580541,0.0,210.0,9501.0,1,210/9501,210,9501
pre_euler3d,compute_flux_contributions,630,810,630/405;630/810,0,630,810,2,86207.5,0.0,5000.03,0.0,241930.5,0.0,48.385804,0.0,0.05802647397553315,0.0,2.80618084247612,0.0,630.0,810.0,2,630/405;630/810,630,405;810
pre_euler3d,compute_flux_contributions,630,5001,630/5001,0,630,5001,1,252924.0,0.0,5000.022,0.0,510410.0,0.0,102.081551,0.0,0.0197688712814916,0.0,2.018037038794262,0.0,630.0,5001.0,1,630/5001,630,5001
pre_euler3d,compute_flux_contributions,630,9251,630/9251,0,630,9251,1,284151.0,0.0,5000.01,0.0,669853.0,0.0,133.970338,0.0,0.017596313227826,0.0,2.3573839261519405,0.0,630.0,9251.0,1,630/9251,630,9251
pre_euler3d,compute_flux_contributions,630,9501,630/9501,0,630,9501,1,290923.0,0.0,5000.011,0.0,681954.0,0.0,136.390507,0.0,0.0171867160726377,0.0,2.34410479748937,0.0,630.0,9501.0,1,630/9501,630,9501
pre_euler3d,compute_flux_contributions,1050,810,1050/405;1050/810,0,1050,810,2,87538.5,0.0,5000.022,0.0,265928.5,0.0,53.1854635,0.0,0.0571184111951758,0.0,3.0378429316232385,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
pre_euler3d,compute_flux_contributions,1050,5001,1050/5001,0,1050,5001,1,316458.0,0.0,5000.016,0.0,545843.0,0.0,109.168248,0.0,0.0157999355364692,0.0,1.724851323082368,0.0,1050.0,5001.0,1,1050/5001,1050,5001
pre_euler3d,compute_flux_contributions,1050,9251,1050/9251,0,1050,9251,1,367811.0,0.0,5000.015,0.0,737888.0,0.0,147.577153,0.0,0.0135939789728964,0.0,2.0061607727881983,0.0,1050.0,9251.0,1,1050/9251,1050,9251
pre_euler3d,compute_flux_contributions,1050,9501,1050/9501,0,1050,9501,1,361503.0,0.0,5000.012,0.0,723273.0,0.0,144.654261,0.0,0.013831177058005,0.0,2.000738583082298,0.0,1050.0,9501.0,1,1050/9501,1050,9501
pre_euler3d,compute_flux_contributions,1470,810,1470/405;1470/810,0,1470,810,2,90510.0,0.0,5000.0305,0.0,306084.0,0.0,61.216423500000005,0.0,0.05524357283944975,0.0,3.3818410962203,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
pre_euler3d,compute_flux_contributions,1470,5001,1470/5001,0,1470,5001,1,346926.0,0.0,5000.012,0.0,583047.0,0.0,116.609127,0.0,0.0144123300069755,0.0,1.680609121253524,0.0,1470.0,5001.0,1,1470/5001,1470,5001
pre_euler3d,compute_flux_contributions,1470,9251,1470/9251,0,1470,9251,1,406584.0,0.0,5000.008,0.0,759401.0,0.0,151.879963,0.0,0.012297601479645,0.0,1.8677591838340908,0.0,1470.0,9251.0,1,1470/9251,1470,9251
pre_euler3d,compute_flux_contributions,1470,9501,1470/9501,0,1470,9501,1,420116.0,0.0,5000.011,0.0,776584.0,0.0,155.316466,0.0,0.0119015010140056,0.0,1.8484989859943444,0.0,1470.0,9501.0,1,1470/9501,1470,9501
pre_euler3d,compute_flux_contributions,1890,810,1890/405;1890/810,0,1890,810,2,91725.0,0.0,5000.0315,0.0,480524.0,0.0,96.104196,0.0,0.0545111359805137,0.0,5.238782828238652,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
pre_euler3d,compute_flux_contributions,1890,5001,1890/5001,0,1890,5001,1,373603.0,0.0,5000.016,0.0,872682.0,0.0,174.535838,0.0,0.0133832330040176,0.0,2.335853834150154,0.0,1890.0,5001.0,1,1890/5001,1890,5001
pre_euler3d,compute_flux_contributions,1890,9251,1890/9251,0,1890,9251,1,470523.0,0.0,5000.008,0.0,1061967.0,0.0,212.393068,0.0,0.0106264900971897,0.0,2.256992750620055,0.0,1890.0,9251.0,1,1890/9251,1890,9251
pre_euler3d,compute_flux_contributions,1890,9501,1890/9501,0,1890,9501,1,444867.0,0.0,5000.01,0.0,1065981.0,0.0,213.195784,0.0,0.0112393367006318,0.0,2.396179082737088,0.0,1890.0,9501.0,1,1890/9501,1890,9501
pre_euler3d,compute_flux_contributions,1950,810,2100/405;2100/810,0,1950,810,2,92341.5,0.0,5000.0255,0.0,570236.5,0.0,114.0467335,0.0,0.054147755098148606,0.0,6.17577152026711,0.0,1950.0,810.0,2,2100/405;2100/810,2100,405;810
pre_euler3d,compute_flux_contributions,1950,5001,2100/5001,0,1950,5001,1,375866.0,0.0,5000.016,0.0,979811.0,0.0,195.961568,0.0,0.0133026557336923,0.0,2.606809341627069,0.0,1950.0,5001.0,1,2100/5001,2100,5001
pre_euler3d,compute_flux_contributions,1950,9501,2100/9501,0,1950,9501,1,450018.0,0.0,5000.012,0.0,1182901.0,0.0,236.579646,0.0,0.0111106933500437,0.0,2.6285637463390352,0.0,1950.0,9501.0,1,2100/9501,2100,9501
pre_euler3d,compute_flux_contributions,1965,9251,2100/9251,0,1965,9251,1,457031.0,0.0,5000.01,0.0,1181370.0,0.0,236.273539,0.0,0.010940198804895,0.0,2.584879362669053,0.0,1965.0,9251.0,1,2100/9251,2100,9251
