workload,kernel,kernel_id,requested_core_clock,requested_mem_clock,effective_core_clock,effective_mem_clock,time_per_launch_mean_ms,energy_per_launch_mean_mJ,auto_time_per_launch_mean_ms,auto_energy_per_launch_mean_mJ,actual_time_ratio,actual_energy_ratio,is_virtual_auto,global_limit,allowed_total_time_ms,auto_total_time_ms,solver_objective_energy_mJ,constraint_name,constraint_limit,selected_actual_energy_saving_pct
srad_v1,prepare,sradv1::prepare,630,9251,630.0,9251.0,0.0696044128906522,13.95758335073432,0.0676408279220779,22.657237554112555,1.029029582116238,0.6160319993732357,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,38.39680006267643
srad_v1,reduce,sradv1::reduce,1470,5001,1470.0,5001.0,0.1502143243405636,21.603106411103767,0.1156414265229659,36.027290809010594,1.2989663726669065,0.5996317215642739,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,40.03682784357261
srad_v1,srad,sradv1::srad,1050,9501,1050.0,9501.0,0.1318965153393653,32.439552612836,0.131279491690078,45.71882794654344,1.0047000764654388,0.7095447120990463,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,29.045528790095364
srad_v1,srad2,sradv1::srad2,630,9251,630.0,9251.0,0.1480836961350511,33.28514734192211,0.1452390856014175,50.05771632730124,1.0195857094655645,0.6649353942614548,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,33.506460573854525
streamcluster,compute_cost,streamcluster::computecost,630,9251,630.0,9251.0,0.3907088607594937,76.74753867791843,0.3867962404270132,126.6268275702019,1.0101154559521082,0.6060922487801379,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,39.39077512198621
syr2k,syr2k_kernel,syr2k::syr2kkernel,1470,810,1470.0,810.0,20.19051814516129,1681.4193548387098,15.537757763975156,3970.515527950311,1.2994486367893907,0.4234763327337255,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,57.652366726627456
syrk,syrk_kernel,syrk::syrkkernel,1470,810,1470.0,810.0,10.367762939958592,832.3840579710145,7.959238473767885,1987.608903020668,1.3026074007116055,0.4187866419324239,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,58.121335806757614
2dconv,convolution2D_kernel,2dconv::convolution2dkernel,1050,9501,1050.0,9501.0,0.1837293672374513,48.05324465348718,0.1732624922032019,59.52214290664634,1.060410507208761,0.8073171143863753,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,19.268288561362468
2mm,mm2_kernel1,2mm::mm2kernel1,1050,810,1050.0,810.0,3.757460655047371,380.0435164738397,2.134778062313273,696.625693555271,1.7601177009359643,0.5455490947143578,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,45.44509052856422
2mm,mm2_kernel2,2mm::mm2kernel2,1470,810,1470.0,810.0,2.795168809390721,314.63107881498047,2.032619105691057,674.4752032520325,1.3751562216278634,0.4664827962510159,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,53.35172037489841
3mm,mm3_kernel1,3mm::mm3kernel1,1470,810,1470.0,810.0,0.4239959788904772,47.809100763774445,0.329816160949868,112.27612137203168,1.2855524655595167,0.4258171744761022,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,57.41828255238979
3mm,mm3_kernel2,3mm::mm3kernel2,1470,810,1470.0,810.0,0.4233430195626124,47.61098894836864,0.3275530298067474,112.24828037995414,1.292441165366048,0.4241578471154134,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,57.584215288458665
3mm,mm3_kernel3,3mm::mm3kernel3,1470,810,1470.0,810.0,0.4237827742251701,48.4911281628457,0.3288522854324235,113.16270963498847,1.288672127268077,0.4285080157523274,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,57.14919842476726
atax,atax_kernel1,atax::ataxkernel1,1470,810,1470.0,810.0,1.7352409784871616,135.1412213740458,1.2237679882525696,296.98164464023495,1.417949313223113,0.4550490705839971,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,54.49509294160029
atax,atax_kernel2,atax::ataxkernel2,1470,5001,1470.0,5001.0,1.756156952247191,162.27176966292134,1.216248784046693,241.7205739299611,1.4439126067646455,0.6713196441025324,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,32.86803558974676
bicg,bicg_kernel1,bicg::bicgkernel1,1470,5001,1470.0,5001.0,1.7230034458993797,152.4124741557547,1.1971323916686616,219.7598755087384,1.4392756038433776,0.6935409560226761,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,30.645904397732394
bicg,bicg_kernel2,bicg::bicgkernel2,1470,5001,1470.0,5001.0,0.8466207246867592,88.16339315949881,0.6395367694078526,134.00882465788465,1.3238030480571832,0.65789244390863,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,34.210755609137
correlation,corr_kernel,correlation::corrkernel,1890,9251,1890.0,9251.0,1376.35925,204415.5,1351.50475,243653.5,1.0183902424316302,0.8389598343549344,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,16.104016564506562
correlation,mean_kernel,correlation::meankernel,1470,5001,1470.0,5001.0,0.8675981956974324,71.9116932685635,0.6022942664418213,104.5072271741749,1.4404888839851475,0.6881025859456906,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,31.189741405430937
correlation,reduce_kernel,correlation::reducekernel,1050,9251,1050.0,9251.0,0.0504961421155749,10.525520612413905,0.0463599376923932,16.07854281793569,1.0892193697633112,0.6546315006029425,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,34.536849939705746
correlation,std_kernel,correlation::stdkernel,1470,5001,1470.0,5001.0,0.8739951057507429,72.03758084251005,0.604474492263056,99.23972437137331,1.445875908640321,0.7258946082209193,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,27.410539177908067
covariance,covar_kernel,covariance::covarkernel,1890,9251,1890.0,9251.0,1377.6605,208492.5,1348.81175,242987.75,1.021388270082908,0.8580370821162795,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,14.19629178837205
covariance,mean_kernel,covariance::meankernel,1470,5001,1470.0,5001.0,0.8672015261879985,72.62313562261534,0.6037243419463898,104.34581019077515,1.4364196802006788,0.6959851621242737,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,30.401483787572626
covariance,reduce_kernel,covariance::reducekernel,1050,9251,1050.0,9251.0,0.0486234732379026,9.774817177532286,0.0462931264350788,15.581790237760163,1.050338937597828,0.6273231142493796,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,37.26768857506204
doitgen,kernel1,doitgen::kernel1,1470,810,1470.0,810.0,0.0314394727258112,1.9129545328116229,0.0242435354754874,4.764261228368753,1.2968188058874337,0.4015217556545706,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,59.84782443454294
doitgen,kernel2,doitgen::kernel2,1470,810,1470.0,810.0,0.0064285284864721,0.2877566741034149,0.0062991934528833,0.6842749768820062,1.0205319989862511,0.420527834313945,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,57.9472165686055
euler3d,compute_flux,euler3d::computeflux,1470,5001,1470.0,5001.0,0.0351244028886141,5.609615600764303,0.0256531047822317,8.83643649087523,1.3692066978552466,0.6348278071773572,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,36.51721928226428
euler3d,compute_step_factor,euler3d::computestepfactor,1470,810,1470.0,810.0,0.0088487340496515,0.5964294982361438,0.0072604597604343,1.4915873221009406,1.2187567098536187,0.399862273833259,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,60.013772616674096
euler3d,time_step,euler3d::timestep,1050,5001,1050.0,5001.0,0.0118007797933453,1.2193404798655658,0.0088314572408104,2.095693965829387,1.3362211322060848,0.5818313645728338,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,41.81686354271662
fdtd2d,step1,fdtd2d::step1,630,9251,630.0,9251.0,0.0681195079086116,13.937957248538847,0.0677983972664036,22.852255623805068,1.0047362571263485,0.6099160397111852,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,39.00839602888148
fdtd2d,step2,fdtd2d::step2,630,9251,630.0,9251.0,0.0683740017503555,13.966866316595558,0.067651138562286,22.77645482958773,1.0106851592365145,0.6132151127598626,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,38.67848872401374
fdtd2d,step3,fdtd2d::step3,630,9251,630.0,9251.0,0.0868147897350418,18.414661249435703,0.0867349905459087,29.282460492306623,1.0009200345631082,0.6288631808885659,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,37.113681911143416
gemm,gemm_kernel,gemm::gemmkernel,1470,810,1470.0,810.0,0.4212288446014772,42.56060699340425,0.3255344401041666,103.93723958333334,1.2939609230491549,0.4094837150190101,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,59.05162849809899
gemver,gemver_kernel1,gemver::gemverkernel1,1050,9251,1050.0,9251.0,0.1897472581685704,40.98888087738606,0.1792517209235623,60.94808547253693,1.0585519468986502,0.6725212212917755,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,32.74787787082245
gemver,gemver_kernel2,gemver::gemverkernel2,1470,5001,1470.0,5001.0,1.7340516643550623,152.2628294036061,1.1949811230585423,212.01003584229392,1.4511121815186288,0.7181868952508859,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,28.181310474911413
gemver,gemver_kernel3,gemver::gemverkernel3,1470,5001,1470.0,5001.0,0.8955136103151862,91.59348137535817,0.6776776904310111,142.11371645432365,1.3214447265419478,0.6445083814608209,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,35.54916185391791
gesummv,gesummv_kernel,gesummv::gesummvkernel,1470,5001,1470.0,5001.0,1.831461369461736,188.08311973636032,1.413187623622492,303.2195535461995,1.2959789194636893,0.6202869093918885,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,37.97130906081115
gramschmidt,kernel1,gramschmidt::kernel1,1470,810,1470.0,810.0,0.1038003138527505,4.544672370057647,0.0796207363291824,12.213621452912513,1.3036844249166517,0.3720986758578394,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,62.79013241421606
gramschmidt,kernel2,gramschmidt::kernel2,1470,810,1470.0,810.0,0.0074759260801983,0.3331751224312463,0.0068690622239501,0.7647887149798805,1.0883474099466257,0.4356433560084777,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,56.43566439915223
gramschmidt,kernel3,gramschmidt::kernel3,1470,5001,1470.0,5001.0,1.670072144288577,137.3927855711423,1.1533431734317343,177.33694649446494,1.4480270770748422,0.7747555615853046,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,22.524443841469544
hotspot,calculate_temp,hotspot::calculatetemp,1470,810,1470.0,810.0,0.0118345021839671,1.0450888065289443,0.0092787035834245,2.4721231465845195,1.2754478120314443,0.4227494928692517,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,57.725050713074836
hotspot3d,hotspotOpt1,hotspot3d::hotspotopt1,1050,9251,1050.0,9251.0,0.0399548672707803,8.338127886720685,0.0382728219102585,13.520491113118291,1.043948819986826,0.6167030337108534,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,38.329696628914654
jacobi1d,kernel1,jacobi1d::kernel1,1470,810,1470.0,810.0,0.0063646639599609,0.2836873153819521,0.0058807652047093,0.6770520917869283,1.0822849983645146,0.4190036761177749,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,58.09963238822251
jacobi1d,kernel2,jacobi1d::kernel2,1470,810,1470.0,810.0,0.0064047883146687,0.2833076768521066,0.0063036988755488,0.6731565192066941,1.016036527301774,0.4208644925343379,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,57.91355074656621
jacobi2d,kernel1,jacobi2d::kernel1,1050,9501,1050.0,9501.0,0.0173094821020563,3.202156754136952,0.0169041370986554,5.46050367325136,1.0239790414047896,0.586421499874257,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,41.3578500125743
jacobi2d,kernel2,jacobi2d::kernel2,1050,9251,1050.0,9251.0,0.017476235914213,2.975204820624668,0.0164680881897647,4.615767181128919,1.0612182612110912,0.6445742828599504,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,35.54257171400496
kmeans,kmeansPoint,kmeans::kmeanspoint,1050,9251,1050.0,9251.0,2.473166172106825,568.2388724035608,2.374225546058879,794.7644824311491,1.0416727998787578,0.7149776883150886,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,28.502231168491143
lavamd,kernel_gpu_cuda,lavamd::kernelgpucuda,1050,810,1050.0,810.0,1.0745027588547806,119.61980694849495,0.6408376265538895,217.95347943098807,1.6767160889614574,0.5488318298968514,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,45.11681701031486
mvt,kernel1,mvt::kernel1,1470,5001,1470.0,5001.0,0.5821614856211433,67.39748515543137,0.460322592524397,111.79534155772416,1.2646815408919754,0.6028648798450291,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,39.71351201549709
mvt,kernel2,mvt::kernel2,1470,5001,1470.0,5001.0,1.7161599176389843,151.45298558682225,1.182297635933806,214.6075650118204,1.4515464342306,0.7057206281543725,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,29.427937184562747
myocyte,solver_2,myocyte::solver2,1890,810,1890.0,810.0,455.9126363636364,32109.636363636364,443.8926666666667,62705.25,1.0270785498378054,0.5120725356112346,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,48.79274643887654
nn,euclid,nn::euclid,630,9251,630.0,9251.0,0.1518756758398639,32.82097077941802,0.1508754978877489,51.16599275799638,1.0066291609049676,0.6414606462275406,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,35.85393537724594
nw,shared_1,nw::shared1,1470,810,1470.0,810.0,0.0108677163526996,0.5668238680529372,0.0088833896835563,1.458549273428575,1.2233749435552073,0.3886216793489044,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,61.13783206510956
nw,shared_2,nw::shared2,1470,810,1470.0,810.0,0.0105829984124369,0.5626585669110833,0.0084325397762344,1.4027999365873896,1.255019091906709,0.4010968009307659,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,59.890319906923416
particlefilter,find_index,particlefilter::findindex,1470,810,1470.0,810.0,38.208404580152674,2295.1450381679388,28.80391379310345,5425.362068965517,1.326500449022346,0.4230399757643394,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,57.696002423566064
particlefilter,likelihood,particlefilter::likelihood,1470,5001,1470.0,5001.0,8.19046153846154,778.6759410801964,6.209976426799008,1225.0111662531017,1.318919908152275,0.635648035325184,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,36.4351964674816
particlefilter,normalize_weights,particlefilter::normalizeweights,1470,810,1470.0,810.0,9.745737354085604,409.7363813229572,7.351093979441997,1018.2613803230544,1.325753334311933,0.4023882170538216,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,59.76117829461784
particlefilter,sum,particlefilter::sum,1470,810,1470.0,810.0,0.0149688078563542,0.6342179507808969,0.0117943472199616,1.6474419306824428,1.2691510244009023,0.3849713540544497,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,61.50286459455503
pathfinder,dynproc,pathfinder::dynproc,1050,5001,1050.0,5001.0,0.0305741417896757,3.901723146913867,0.0196384567346025,6.037481883559895,1.556850530714299,0.6462500794475733,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,35.37499205524267
pre_euler3d,compute_flux,preeuler3d::computeflux,1470,5001,1470.0,5001.0,0.0683594602354292,11.51676852193648,0.0512522730301259,17.42720665867134,1.3337839708152603,0.6608499427076011,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,33.91500572923989
pre_euler3d,compute_flux_contributions,preeuler3d::computefluxcontributions,1470,5001,1470.0,5001.0,0.0144123300069755,1.680609121253524,0.0109878013673192,2.609109748138121,1.3116664130680236,0.6441312491560841,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,35.586875084391586
pre_euler3d,compute_step_factor,preeuler3d::computestepfactor,1470,810,1470.0,810.0,0.008789998327606,0.5934662734510904,0.0072640945028315,1.5152429545646051,1.2100611196866604,0.3916641035441203,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,60.83358964558797
pre_euler3d,time_step,preeuler3d::timestep,1470,5001,1470.0,5001.0,0.0100872708932264,1.137120088767842,0.0080555347902019,1.9303712630418952,1.252216166392297,0.5890680774930097,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,41.093192250699026
srad_v1,compress,sradv1::compress,1050,9251,1050.0,9251.0,0.049427036378015,9.24227955713721,0.0468210132034834,14.976018353778445,1.0556592648519985,0.6171386371735705,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,38.28613628264294
srad_v1,extract,sradv1::extract,1050,9251,1050.0,9251.0,0.0493931679657015,9.102608936174416,0.0467676313229571,14.500636037114637,1.0561400389216544,0.6277385980088133,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,37.226140199118674
srad_v1,prepare,sradv1::prepare,630,9251,630.0,9251.0,0.0696044128906522,13.95758335073432,0.0676408279220779,22.657237554112555,1.029029582116238,0.6160319993732357,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,38.39680006267643
srad_v1,reduce,sradv1::reduce,1470,5001,1470.0,5001.0,0.1502143243405636,21.603106411103767,0.1156414265229659,36.027290809010594,1.2989663726669065,0.5996317215642739,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,40.03682784357261
srad_v1,srad,sradv1::srad,1050,9501,1050.0,9501.0,0.1318965153393653,32.439552612836,0.131279491690078,45.71882794654344,1.0047000764654388,0.7095447120990463,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,29.045528790095364
srad_v1,srad2,sradv1::srad2,630,9251,630.0,9251.0,0.1480836961350511,33.28514734192211,0.1452390856014175,50.05771632730124,1.0195857094655645,0.6649353942614548,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,33.506460573854525
streamcluster,compute_cost,streamcluster::computecost,630,9251,630.0,9251.0,0.3907088607594937,76.74753867791843,0.3867962404270132,126.6268275702019,1.0101154559521082,0.6060922487801379,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,39.39077512198621
syr2k,syr2k_kernel,syr2k::syr2kkernel,1470,810,1470.0,810.0,20.19051814516129,1681.4193548387098,15.537757763975156,3970.515527950311,1.2994486367893907,0.4234763327337255,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,57.652366726627456
syrk,syrk_kernel,syrk::syrkkernel,1470,810,1470.0,810.0,10.367762939958592,832.3840579710145,7.959238473767885,1987.608903020668,1.3026074007116055,0.4187866419324239,False,1.05,3394.51450742579,3232.870959453133,454562.8318323203,5pct,1.05,58.121335806757614
