target_name,feature_set,model,held_out_kernel_id,n_train_rows,n_test_rows,train_s,predict_s,predict_per_row_ms,n_features
time_ratio,ptx,random_forest,gemver::gemverkernel3,1640,26,0.9283116119913757,0.27839440992102027,10.707477304654626,59
time_ratio,ptx,random_forest,gesummv::gesummvkernel,1640,26,0.9768756818957627,0.290780320065096,11.183858464042155,59
time_ratio,ptx,random_forest,gramschmidt::kernel1,1641,25,1.0276165371760726,0.2853965589310974,11.415862357243896,59
time_ratio,ptx,random_forest,gramschmidt::kernel2,1641,25,0.9640858571510762,0.2952873520553112,11.811494082212448,59
time_ratio,ptx,random_forest,gramschmidt::kernel3,1641,25,1.0228219130076468,0.2471120331902057,9.884481327608228,59
time_ratio,ptx,random_forest,hotspot3d::hotspotopt1,1640,26,0.9494569250382483,0.2638479829765856,10.147999345253293,59
time_ratio,ptx,random_forest,hotspot::calculatetemp,1640,26,0.9832575509790331,0.24091714108362794,9.266043887831845,59
time_ratio,ptx,random_forest,jacobi1d::kernel1,1641,25,1.0081361969932914,0.28338617482222617,11.335446992889047,59
time_ratio,ptx,random_forest,jacobi1d::kernel2,1641,25,0.9657224230468273,0.23425899003632367,9.370359601452947,59
time_ratio,ptx,random_forest,jacobi2d::kernel1,1640,26,0.9479372741188854,0.2667103048879653,10.258088649537127,59
time_ratio,ptx,random_forest,jacobi2d::kernel2,1640,26,1.0192535850219429,0.2677136620040983,10.296679307849935,59
time_ratio,ptx,random_forest,kmeans::kmeanspoint,1641,25,1.0127247490454465,0.2634880889672786,10.539523558691144,59
time_ratio,ptx,random_forest,lavamd::kernelgpucuda,1641,25,0.9423377041239291,0.263582861982286,10.543314479291439,59
time_ratio,ptx,random_forest,mvt::kernel1,1640,26,0.9757735610473901,0.2633914081379771,10.130438774537582,59
time_ratio,ptx,random_forest,mvt::kernel2,1640,26,0.9878783989697695,0.27249164995737374,10.480448075283606,59
time_ratio,ptx,random_forest,myocyte::solver2,1640,26,0.9563653049990535,0.2664085580036044,10.246483000138632,59
time_ratio,ptx,random_forest,nn::euclid,1640,26,0.9504620227962732,0.25075431703589857,9.644396809073022,59
time_ratio,ptx,random_forest,nw::shared1,1641,25,0.901437354972586,0.26499690394848585,10.599876157939434,59
time_ratio,ptx,random_forest,nw::shared2,1641,25,1.020927312085405,0.2406494638416916,9.625978553667665,59
time_ratio,ptx,random_forest,particlefilter::findindex,1640,26,1.0112054019700736,0.25938542396761477,9.976362460292876,59
time_ratio,ptx,random_forest,particlefilter::likelihood,1641,25,0.9459853009320796,0.23569153784774244,9.427661513909698,56
time_ratio,ptx,random_forest,particlefilter::normalizeweights,1641,25,0.9107601409777999,0.2573462938889861,10.293851755559444,59
time_ratio,ptx,random_forest,particlefilter::sum,1641,25,0.9483626859728247,0.2518739840015769,10.074959360063076,59
time_ratio,ptx,random_forest,pathfinder::dynproc,1640,26,0.946402751840651,0.25135373300872743,9.667451269566438,59
time_ratio,ptx,random_forest,preeuler3d::computeflux,1640,26,0.9376541879028082,0.31715766503475606,12.198371732106002,59
time_ratio,ptx,random_forest,preeuler3d::computefluxcontributions,1641,25,0.8755681661423296,0.25736030214466155,10.294412085786462,59
time_ratio,ptx,random_forest,preeuler3d::computestepfactor,1640,26,0.9590527899563313,0.25907707400619984,9.964502846392302,59
time_ratio,ptx,random_forest,preeuler3d::timestep,1640,26,1.0132074721623212,0.3156671430915594,12.141043965059977,59
time_ratio,ptx,random_forest,sradv1::compress,1640,26,0.9462427208200097,0.2694734449032694,10.364363265510361,59
time_ratio,ptx,random_forest,sradv1::extract,1640,26,0.8620200180448592,0.24167438899166882,9.295168807371876,59
time_ratio,ptx,random_forest,sradv1::prepare,1641,25,1.0544876160565764,0.2605180770624429,10.420723082497716,59
time_ratio,ptx,random_forest,sradv1::reduce,1640,26,0.9695132679771632,0.23870882205665112,9.181108540640427,59
time_ratio,ptx,random_forest,sradv1::srad,1640,26,0.8921018620021641,0.25181039003655314,9.68501500140589,59
time_ratio,ptx,random_forest,sradv1::srad2,1640,26,1.0045920289121568,0.2522679539397359,9.702613613066765,59
time_ratio,ptx,random_forest,streamcluster::computecost,1640,26,0.8735736929811537,0.267316005891189,10.281384841968807,59
time_ratio,ptx,random_forest,syr2k::syr2kkernel,1640,26,0.9584547088015825,0.2491634669713676,9.583210268129523,59
time_ratio,ptx,random_forest,syrk::syrkkernel,1641,25,0.8560478230938315,0.25669770198874176,10.26790807954967,59
time_ratio,ptx,extra_trees,2dconv::convolution2dkernel,1640,26,0.5177445011213422,0.2635532501153648,10.13666346597557,59
time_ratio,ptx,extra_trees,2mm::mm2kernel1,1641,25,0.5085036209784448,0.2667397952172905,10.66959180869162,59
time_ratio,ptx,extra_trees,2mm::mm2kernel2,1640,26,0.5322776299435645,0.2570333471521735,9.88589796739129,59
time_ratio,ptx,extra_trees,3mm::mm3kernel1,1641,25,0.5008815620094538,0.29600560991093516,11.840224396437407,59
time_ratio,ptx,extra_trees,3mm::mm3kernel2,1640,26,0.5451780860312283,0.28057659696787596,10.791407575687536,59
